"Hub","CY","Daily.kgH2","hub.type","full.address","lon","lat","zip"
"AC Transit Emeryville Facility",2022,1543.1654676259,"Bus Yard","1147 47th St, Emeryville, CA 94608, USA",-122.282589,37.835392,94608
"AC Transit Emeryville Facility",2023,1543.1654676259,"Bus Yard","1147 47th St, Emeryville, CA 94608, USA",-122.282589,37.835392,94608
"AC Transit Emeryville Facility",2024,1543.1654676259,"Bus Yard","1147 47th St, Emeryville, CA 94608, USA",-122.282589,37.835392,94608
"AC Transit Emeryville Facility",2025,1553.95683453237,"Bus Yard","1147 47th St, Emeryville, CA 94608, USA",-122.282589,37.835392,94608
"AC Transit Emeryville Facility",2026,1553.95683453237,"Bus Yard","1147 47th St, Emeryville, CA 94608, USA",-122.282589,37.835392,94608
"AC Transit Emeryville Facility",2027,1543.1654676259,"Bus Yard","1147 47th St, Emeryville, CA 94608, USA",-122.282589,37.835392,94608
"AC Transit Emeryville Facility",2028,1532.37410071942,"Bus Yard","1147 47th St, Emeryville, CA 94608, USA",-122.282589,37.835392,94608
"AC Transit Emeryville Facility",2029,1521.58273381295,"Bus Yard","1147 47th St, Emeryville, CA 94608, USA",-122.282589,37.835392,94608
"AC Transit Emeryville Facility",2030,1500,"Bus Yard","1147 47th St, Emeryville, CA 94608, USA",-122.282589,37.835392,94608
"AC Transit Hayward Facility",2018,0,"Bus Yard","1758 Sabre St, Hayward, CA 94545, USA",-122.130302,37.655923,94545
"AC Transit Hayward Facility",2019,0,"Bus Yard","1758 Sabre St, Hayward, CA 94545, USA",-122.130302,37.655923,94545
"AC Transit Hayward Facility",2020,0,"Bus Yard","1758 Sabre St, Hayward, CA 94545, USA",-122.130302,37.655923,94545
"AC Transit Hayward Facility",2024,1154.67625899281,"Bus Yard","1758 Sabre St, Hayward, CA 94545, USA",-122.130302,37.655923,94545
"AC Transit Hayward Facility",2021,0,"Bus Yard","1758 Sabre St, Hayward, CA 94545, USA",-122.130302,37.655923,94545
"AC Transit Hayward Facility",2022,571.942446043165,"Bus Yard","1758 Sabre St, Hayward, CA 94545, USA",-122.130302,37.655923,94545
"AC Transit Hayward Facility",2023,1057.55395683453,"Bus Yard","1758 Sabre St, Hayward, CA 94545, USA",-122.130302,37.655923,94545
"AC Transit Hayward Facility",2028,1553.95683453237,"Bus Yard","1758 Sabre St, Hayward, CA 94545, USA",-122.130302,37.655923,94545
"AC Transit Hayward Facility",2025,1197.84172661871,"Bus Yard","1758 Sabre St, Hayward, CA 94545, USA",-122.130302,37.655923,94545
"AC Transit Hayward Facility",2026,1327.3381294964,"Bus Yard","1758 Sabre St, Hayward, CA 94545, USA",-122.130302,37.655923,94545
"AC Transit Hayward Facility",2027,1456.8345323741,"Bus Yard","1758 Sabre St, Hayward, CA 94545, USA",-122.130302,37.655923,94545
"AC Transit Hayward Facility",2029,1532.37410071942,"Bus Yard","1758 Sabre St, Hayward, CA 94545, USA",-122.130302,37.655923,94545
"AC Transit Hayward Facility",2030,1543.1654676259,"Bus Yard","1758 Sabre St, Hayward, CA 94545, USA",-122.130302,37.655923,94545
"AC Transit Richmond Facility",2021,917.26618705036,"Bus Yard","2016 Macdonald Ave, Richmond, CA 94801, USA",-122.350375,37.934893,94801
"AC Transit Richmond Facility",2018,0,"Bus Yard","2016 Macdonald Ave, Richmond, CA 94801, USA",-122.350375,37.934893,94801
"AC Transit Richmond Facility",2019,0,"Bus Yard","2016 Macdonald Ave, Richmond, CA 94801, USA",-122.350375,37.934893,94801
"AC Transit Richmond Facility",2020,0,"Bus Yard","2016 Macdonald Ave, Richmond, CA 94801, USA",-122.350375,37.934893,94801
"AC Transit Richmond Facility",2022,1543.1654676259,"Bus Yard","2016 Macdonald Ave, Richmond, CA 94801, USA",-122.350375,37.934893,94801
"AC Transit Richmond Facility",2023,1532.37410071942,"Bus Yard","2016 Macdonald Ave, Richmond, CA 94801, USA",-122.350375,37.934893,94801
"AC Transit Richmond Facility",2024,1543.1654676259,"Bus Yard","2016 Macdonald Ave, Richmond, CA 94801, USA",-122.350375,37.934893,94801
"AC Transit Richmond Facility",2025,1543.1654676259,"Bus Yard","2016 Macdonald Ave, Richmond, CA 94801, USA",-122.350375,37.934893,94801
"AC Transit Richmond Facility",2026,1543.1654676259,"Bus Yard","2016 Macdonald Ave, Richmond, CA 94801, USA",-122.350375,37.934893,94801
"AC Transit Richmond Facility",2027,1532.37410071942,"Bus Yard","2016 Macdonald Ave, Richmond, CA 94801, USA",-122.350375,37.934893,94801
"AC Transit Richmond Facility",2028,1532.37410071942,"Bus Yard","2016 Macdonald Ave, Richmond, CA 94801, USA",-122.350375,37.934893,94801
"AC Transit Richmond Facility",2029,1543.1654676259,"Bus Yard","2016 Macdonald Ave, Richmond, CA 94801, USA",-122.350375,37.934893,94801
"AC Transit Richmond Facility",2030,1521.58273381295,"Bus Yard","2016 Macdonald Ave, Richmond, CA 94801, USA",-122.350375,37.934893,94801
"Ames Industrial Park",2018,0,"Industrial Park","1000 Ames Ave, Milpitas, CA 95035, USA",-121.889662,37.419473,95035
"Ames Industrial Park",2019,20,"Industrial Park","1000 Ames Ave, Milpitas, CA 95035, USA",-121.889662,37.419473,95035
"Ames Industrial Park",2020,50,"Industrial Park","1000 Ames Ave, Milpitas, CA 95035, USA",-121.889662,37.419473,95035
"Ames Industrial Park",2021,100,"Industrial Park","1000 Ames Ave, Milpitas, CA 95035, USA",-121.889662,37.419473,95035
"Ames Industrial Park",2022,160,"Industrial Park","1000 Ames Ave, Milpitas, CA 95035, USA",-121.889662,37.419473,95035
"Ames Industrial Park",2023,240,"Industrial Park","1000 Ames Ave, Milpitas, CA 95035, USA",-121.889662,37.419473,95035
"Ames Industrial Park",2024,340,"Industrial Park","1000 Ames Ave, Milpitas, CA 95035, USA",-121.889662,37.419473,95035
"Ames Industrial Park",2025,440,"Industrial Park","1000 Ames Ave, Milpitas, CA 95035, USA",-121.889662,37.419473,95035
"Ames Industrial Park",2026,570,"Industrial Park","1000 Ames Ave, Milpitas, CA 95035, USA",-121.889662,37.419473,95035
"Ames Industrial Park",2027,710,"Industrial Park","1000 Ames Ave, Milpitas, CA 95035, USA",-121.889662,37.419473,95035
"Ames Industrial Park",2028,870,"Industrial Park","1000 Ames Ave, Milpitas, CA 95035, USA",-121.889662,37.419473,95035
"Ames Industrial Park",2029,1040,"Industrial Park","1000 Ames Ave, Milpitas, CA 95035, USA",-121.889662,37.419473,95035
"Ames Industrial Park",2030,1160,"Industrial Park","1000 Ames Ave, Milpitas, CA 95035, USA",-121.889662,37.419473,95035
"Arch Road Logistics Center",2018,0,"Industrial Park","5445 Arch Rd, Stockton, CA 95215, USA",-121.202252,37.905358,95215
"Arch Road Logistics Center",2019,20,"Industrial Park","5445 Arch Rd, Stockton, CA 95215, USA",-121.202252,37.905358,95215
"Arch Road Logistics Center",2020,50,"Industrial Park","5445 Arch Rd, Stockton, CA 95215, USA",-121.202252,37.905358,95215
"Arch Road Logistics Center",2021,100,"Industrial Park","5445 Arch Rd, Stockton, CA 95215, USA",-121.202252,37.905358,95215
"Arch Road Logistics Center",2024,340,"Industrial Park","5445 Arch Rd, Stockton, CA 95215, USA",-121.202252,37.905358,95215
"Arch Road Logistics Center",2025,440,"Industrial Park","5445 Arch Rd, Stockton, CA 95215, USA",-121.202252,37.905358,95215
"Arch Road Logistics Center",2022,160,"Industrial Park","5445 Arch Rd, Stockton, CA 95215, USA",-121.202252,37.905358,95215
"Arch Road Logistics Center",2023,240,"Industrial Park","5445 Arch Rd, Stockton, CA 95215, USA",-121.202252,37.905358,95215
"Arch Road Logistics Center",2028,870,"Industrial Park","5445 Arch Rd, Stockton, CA 95215, USA",-121.202252,37.905358,95215
"Arch Road Logistics Center",2029,1040,"Industrial Park","5445 Arch Rd, Stockton, CA 95215, USA",-121.202252,37.905358,95215
"Arch Road Logistics Center",2026,570,"Industrial Park","5445 Arch Rd, Stockton, CA 95215, USA",-121.202252,37.905358,95215
"Arch Road Logistics Center",2027,710,"Industrial Park","5445 Arch Rd, Stockton, CA 95215, USA",-121.202252,37.905358,95215
"Arch Road Logistics Center",2030,1160,"Industrial Park","5445 Arch Rd, Stockton, CA 95215, USA",-121.202252,37.905358,95215
"Beckman Industrial Park",2022,160,"Industrial Park","700 Industrial Way, Lodi, CA 95240, USA",-121.256746,38.125545,95240
"Beckman Industrial Park",2023,240,"Industrial Park","700 Industrial Way, Lodi, CA 95240, USA",-121.256746,38.125545,95240
"Beckman Industrial Park",2018,0,"Industrial Park","700 Industrial Way, Lodi, CA 95240, USA",-121.256746,38.125545,95240
"Beckman Industrial Park",2019,20,"Industrial Park","700 Industrial Way, Lodi, CA 95240, USA",-121.256746,38.125545,95240
"Beckman Industrial Park",2020,50,"Industrial Park","700 Industrial Way, Lodi, CA 95240, USA",-121.256746,38.125545,95240
"Beckman Industrial Park",2021,100,"Industrial Park","700 Industrial Way, Lodi, CA 95240, USA",-121.256746,38.125545,95240
"Beckman Industrial Park",2024,340,"Industrial Park","700 Industrial Way, Lodi, CA 95240, USA",-121.256746,38.125545,95240
"Beckman Industrial Park",2025,440,"Industrial Park","700 Industrial Way, Lodi, CA 95240, USA",-121.256746,38.125545,95240
"Beckman Industrial Park",2026,570,"Industrial Park","700 Industrial Way, Lodi, CA 95240, USA",-121.256746,38.125545,95240
"Beckman Industrial Park",2027,710,"Industrial Park","700 Industrial Way, Lodi, CA 95240, USA",-121.256746,38.125545,95240
"Beckman Industrial Park",2028,870,"Industrial Park","700 Industrial Way, Lodi, CA 95240, USA",-121.256746,38.125545,95240
"Beckman Industrial Park",2029,1040,"Industrial Park","700 Industrial Way, Lodi, CA 95240, USA",-121.256746,38.125545,95240
"Beckman Industrial Park",2030,1160,"Industrial Park","700 Industrial Way, Lodi, CA 95240, USA",-121.256746,38.125545,95240
"Bob Hope (Burbank) Airport (BUR)",2018,0,"Airport","4699 W Empire Ave, Burbank, CA 91505, USA",-118.361026,34.19468,91505
"Bob Hope (Burbank) Airport (BUR)",2019,20,"Airport","4699 W Empire Ave, Burbank, CA 91505, USA",-118.361026,34.19468,91505
"Bob Hope (Burbank) Airport (BUR)",2020,50,"Airport","4699 W Empire Ave, Burbank, CA 91505, USA",-118.361026,34.19468,91505
"Bob Hope (Burbank) Airport (BUR)",2021,100,"Airport","4699 W Empire Ave, Burbank, CA 91505, USA",-118.361026,34.19468,91505
"Bob Hope (Burbank) Airport (BUR)",2022,160,"Airport","4699 W Empire Ave, Burbank, CA 91505, USA",-118.361026,34.19468,91505
"Bob Hope (Burbank) Airport (BUR)",2023,240,"Airport","4699 W Empire Ave, Burbank, CA 91505, USA",-118.361026,34.19468,91505
"Bob Hope (Burbank) Airport (BUR)",2024,340,"Airport","4699 W Empire Ave, Burbank, CA 91505, USA",-118.361026,34.19468,91505
"Bob Hope (Burbank) Airport (BUR)",2025,440,"Airport","4699 W Empire Ave, Burbank, CA 91505, USA",-118.361026,34.19468,91505
"Bob Hope (Burbank) Airport (BUR)",2026,570,"Airport","4699 W Empire Ave, Burbank, CA 91505, USA",-118.361026,34.19468,91505
"Bob Hope (Burbank) Airport (BUR)",2027,710,"Airport","4699 W Empire Ave, Burbank, CA 91505, USA",-118.361026,34.19468,91505
"Bob Hope (Burbank) Airport (BUR)",2028,870,"Airport","4699 W Empire Ave, Burbank, CA 91505, USA",-118.361026,34.19468,91505
"Bob Hope (Burbank) Airport (BUR)",2029,1000,"Airport","4699 W Empire Ave, Burbank, CA 91505, USA",-118.361026,34.19468,91505
"Bob Hope (Burbank) Airport (BUR)",2030,960,"Airport","4699 W Empire Ave, Burbank, CA 91505, USA",-118.361026,34.19468,91505
"Broken Drum Industrial Park",2018,0,"Industrial Park","3273 N San Fernando Rd, Los Angeles, CA 90065, USA",-118.2477686,34.1178939,90065
"Broken Drum Industrial Park",2019,20,"Industrial Park","3273 N San Fernando Rd, Los Angeles, CA 90065, USA",-118.2477686,34.1178939,90065
"Broken Drum Industrial Park",2020,50,"Industrial Park","3273 N San Fernando Rd, Los Angeles, CA 90065, USA",-118.2477686,34.1178939,90065
"Broken Drum Industrial Park",2021,100,"Industrial Park","3273 N San Fernando Rd, Los Angeles, CA 90065, USA",-118.2477686,34.1178939,90065
"Broken Drum Industrial Park",2022,160,"Industrial Park","3273 N San Fernando Rd, Los Angeles, CA 90065, USA",-118.2477686,34.1178939,90065
"Broken Drum Industrial Park",2023,240,"Industrial Park","3273 N San Fernando Rd, Los Angeles, CA 90065, USA",-118.2477686,34.1178939,90065
"Broken Drum Industrial Park",2027,710,"Industrial Park","3273 N San Fernando Rd, Los Angeles, CA 90065, USA",-118.2477686,34.1178939,90065
"Broken Drum Industrial Park",2024,340,"Industrial Park","3273 N San Fernando Rd, Los Angeles, CA 90065, USA",-118.2477686,34.1178939,90065
"Broken Drum Industrial Park",2025,440,"Industrial Park","3273 N San Fernando Rd, Los Angeles, CA 90065, USA",-118.2477686,34.1178939,90065
"Broken Drum Industrial Park",2026,570,"Industrial Park","3273 N San Fernando Rd, Los Angeles, CA 90065, USA",-118.2477686,34.1178939,90065
"Broken Drum Industrial Park",2028,870,"Industrial Park","3273 N San Fernando Rd, Los Angeles, CA 90065, USA",-118.2477686,34.1178939,90065
"Broken Drum Industrial Park",2029,1040,"Industrial Park","3273 N San Fernando Rd, Los Angeles, CA 90065, USA",-118.2477686,34.1178939,90065
"Broken Drum Industrial Park",2030,1160,"Industrial Park","3273 N San Fernando Rd, Los Angeles, CA 90065, USA",-118.2477686,34.1178939,90065
"Buena Park Industrial Center",2024,340,"Industrial Park","6900 8th St, Buena Park, CA 90620, USA",-118.0129969,33.86676,90620
"Buena Park Industrial Center",2018,0,"Industrial Park","6900 8th St, Buena Park, CA 90620, USA",-118.0129969,33.86676,90620
"Buena Park Industrial Center",2019,20,"Industrial Park","6900 8th St, Buena Park, CA 90620, USA",-118.0129969,33.86676,90620
"Buena Park Industrial Center",2020,50,"Industrial Park","6900 8th St, Buena Park, CA 90620, USA",-118.0129969,33.86676,90620
"Buena Park Industrial Center",2021,100,"Industrial Park","6900 8th St, Buena Park, CA 90620, USA",-118.0129969,33.86676,90620
"Buena Park Industrial Center",2022,160,"Industrial Park","6900 8th St, Buena Park, CA 90620, USA",-118.0129969,33.86676,90620
"Buena Park Industrial Center",2023,240,"Industrial Park","6900 8th St, Buena Park, CA 90620, USA",-118.0129969,33.86676,90620
"Buena Park Industrial Center",2025,440,"Industrial Park","6900 8th St, Buena Park, CA 90620, USA",-118.0129969,33.86676,90620
"Buena Park Industrial Center",2026,570,"Industrial Park","6900 8th St, Buena Park, CA 90620, USA",-118.0129969,33.86676,90620
"Buena Park Industrial Center",2027,710,"Industrial Park","6900 8th St, Buena Park, CA 90620, USA",-118.0129969,33.86676,90620
"Buena Park Industrial Center",2028,870,"Industrial Park","6900 8th St, Buena Park, CA 90620, USA",-118.0129969,33.86676,90620
"Buena Park Industrial Center",2029,1040,"Industrial Park","6900 8th St, Buena Park, CA 90620, USA",-118.0129969,33.86676,90620
"Buena Park Industrial Center",2030,1160,"Industrial Park","6900 8th St, Buena Park, CA 90620, USA",-118.0129969,33.86676,90620
"California Logistics Centre",2018,0,"Industrial Park","15382 Harlan Rd, Lathrop, CA 95330, USA",-121.290175,37.822605,95330
"California Logistics Centre",2019,20,"Industrial Park","15382 Harlan Rd, Lathrop, CA 95330, USA",-121.290175,37.822605,95330
"California Logistics Centre",2020,50,"Industrial Park","15382 Harlan Rd, Lathrop, CA 95330, USA",-121.290175,37.822605,95330
"California Logistics Centre",2021,100,"Industrial Park","15382 Harlan Rd, Lathrop, CA 95330, USA",-121.290175,37.822605,95330
"California Logistics Centre",2022,160,"Industrial Park","15382 Harlan Rd, Lathrop, CA 95330, USA",-121.290175,37.822605,95330
"California Logistics Centre",2023,240,"Industrial Park","15382 Harlan Rd, Lathrop, CA 95330, USA",-121.290175,37.822605,95330
"California Logistics Centre",2024,340,"Industrial Park","15382 Harlan Rd, Lathrop, CA 95330, USA",-121.290175,37.822605,95330
"California Logistics Centre",2025,440,"Industrial Park","15382 Harlan Rd, Lathrop, CA 95330, USA",-121.290175,37.822605,95330
"California Logistics Centre",2026,570,"Industrial Park","15382 Harlan Rd, Lathrop, CA 95330, USA",-121.290175,37.822605,95330
"California Logistics Centre",2027,710,"Industrial Park","15382 Harlan Rd, Lathrop, CA 95330, USA",-121.290175,37.822605,95330
"California Logistics Centre",2028,870,"Industrial Park","15382 Harlan Rd, Lathrop, CA 95330, USA",-121.290175,37.822605,95330
"California Logistics Centre",2029,1040,"Industrial Park","15382 Harlan Rd, Lathrop, CA 95330, USA",-121.290175,37.822605,95330
"California Logistics Centre",2030,1160,"Industrial Park","15382 Harlan Rd, Lathrop, CA 95330, USA",-121.290175,37.822605,95330
"Campbell Industrial Park",2018,0,"Industrial Park","230 Harrison Ave, Campbell, CA 95008, USA",-121.9420562,37.290463,95008
"Campbell Industrial Park",2019,20,"Industrial Park","230 Harrison Ave, Campbell, CA 95008, USA",-121.9420562,37.290463,95008
"Campbell Industrial Park",2020,50,"Industrial Park","230 Harrison Ave, Campbell, CA 95008, USA",-121.9420562,37.290463,95008
"Campbell Industrial Park",2021,100,"Industrial Park","230 Harrison Ave, Campbell, CA 95008, USA",-121.9420562,37.290463,95008
"Campbell Industrial Park",2022,160,"Industrial Park","230 Harrison Ave, Campbell, CA 95008, USA",-121.9420562,37.290463,95008
"Campbell Industrial Park",2023,240,"Industrial Park","230 Harrison Ave, Campbell, CA 95008, USA",-121.9420562,37.290463,95008
"Campbell Industrial Park",2024,340,"Industrial Park","230 Harrison Ave, Campbell, CA 95008, USA",-121.9420562,37.290463,95008
"Campbell Industrial Park",2028,870,"Industrial Park","230 Harrison Ave, Campbell, CA 95008, USA",-121.9420562,37.290463,95008
"Campbell Industrial Park",2025,440,"Industrial Park","230 Harrison Ave, Campbell, CA 95008, USA",-121.9420562,37.290463,95008
"Campbell Industrial Park",2026,570,"Industrial Park","230 Harrison Ave, Campbell, CA 95008, USA",-121.9420562,37.290463,95008
"Campbell Industrial Park",2027,710,"Industrial Park","230 Harrison Ave, Campbell, CA 95008, USA",-121.9420562,37.290463,95008
"Campbell Industrial Park",2029,1040,"Industrial Park","230 Harrison Ave, Campbell, CA 95008, USA",-121.9420562,37.290463,95008
"Campbell Industrial Park",2030,1160,"Industrial Park","230 Harrison Ave, Campbell, CA 95008, USA",-121.9420562,37.290463,95008
"Carmelo Industrial Park",2025,440,"Industrial Park","7400 Carmelo Ave, Tracy, CA 95304, USA",-121.398303,37.741892,95304
"Carmelo Industrial Park",2018,0,"Industrial Park","7400 Carmelo Ave, Tracy, CA 95304, USA",-121.398303,37.741892,95304
"Carmelo Industrial Park",2019,20,"Industrial Park","7400 Carmelo Ave, Tracy, CA 95304, USA",-121.398303,37.741892,95304
"Carmelo Industrial Park",2020,50,"Industrial Park","7400 Carmelo Ave, Tracy, CA 95304, USA",-121.398303,37.741892,95304
"Carmelo Industrial Park",2021,100,"Industrial Park","7400 Carmelo Ave, Tracy, CA 95304, USA",-121.398303,37.741892,95304
"Carmelo Industrial Park",2022,160,"Industrial Park","7400 Carmelo Ave, Tracy, CA 95304, USA",-121.398303,37.741892,95304
"Carmelo Industrial Park",2023,240,"Industrial Park","7400 Carmelo Ave, Tracy, CA 95304, USA",-121.398303,37.741892,95304
"Carmelo Industrial Park",2024,340,"Industrial Park","7400 Carmelo Ave, Tracy, CA 95304, USA",-121.398303,37.741892,95304
"Carmelo Industrial Park",2026,570,"Industrial Park","7400 Carmelo Ave, Tracy, CA 95304, USA",-121.398303,37.741892,95304
"Carmelo Industrial Park",2027,710,"Industrial Park","7400 Carmelo Ave, Tracy, CA 95304, USA",-121.398303,37.741892,95304
"Carmelo Industrial Park",2028,870,"Industrial Park","7400 Carmelo Ave, Tracy, CA 95304, USA",-121.398303,37.741892,95304
"Carmelo Industrial Park",2029,1040,"Industrial Park","7400 Carmelo Ave, Tracy, CA 95304, USA",-121.398303,37.741892,95304
"Carmelo Industrial Park",2030,1160,"Industrial Park","7400 Carmelo Ave, Tracy, CA 95304, USA",-121.398303,37.741892,95304
"Centerpoint Intermodal Center",2018,0,"Industrial Park","1499 Roth Rd, Manteca, CA 95336, USA",-121.255457,37.855575,95336
"Centerpoint Intermodal Center",2019,20,"Industrial Park","1499 Roth Rd, Manteca, CA 95336, USA",-121.255457,37.855575,95336
"Centerpoint Intermodal Center",2020,50,"Industrial Park","1499 Roth Rd, Manteca, CA 95336, USA",-121.255457,37.855575,95336
"Centerpoint Intermodal Center",2021,100,"Industrial Park","1499 Roth Rd, Manteca, CA 95336, USA",-121.255457,37.855575,95336
"Centerpoint Intermodal Center",2022,160,"Industrial Park","1499 Roth Rd, Manteca, CA 95336, USA",-121.255457,37.855575,95336
"Centerpoint Intermodal Center",2023,240,"Industrial Park","1499 Roth Rd, Manteca, CA 95336, USA",-121.255457,37.855575,95336
"Centerpoint Intermodal Center",2024,340,"Industrial Park","1499 Roth Rd, Manteca, CA 95336, USA",-121.255457,37.855575,95336
"Centerpoint Intermodal Center",2025,440,"Industrial Park","1499 Roth Rd, Manteca, CA 95336, USA",-121.255457,37.855575,95336
"Centerpoint Intermodal Center",2026,570,"Industrial Park","1499 Roth Rd, Manteca, CA 95336, USA",-121.255457,37.855575,95336
"Centerpoint Intermodal Center",2027,710,"Industrial Park","1499 Roth Rd, Manteca, CA 95336, USA",-121.255457,37.855575,95336
"Centerpoint Intermodal Center",2028,870,"Industrial Park","1499 Roth Rd, Manteca, CA 95336, USA",-121.255457,37.855575,95336
"Centerpoint Intermodal Center",2029,1040,"Industrial Park","1499 Roth Rd, Manteca, CA 95336, USA",-121.255457,37.855575,95336
"Centerpoint Intermodal Center",2030,1160,"Industrial Park","1499 Roth Rd, Manteca, CA 95336, USA",-121.255457,37.855575,95336
"Central Valley Industrial Park",2018,0,"Industrial Park","10948 S Airport Way, Manteca, CA 95336, USA",-121.2554631,37.8615048,95336
"Central Valley Industrial Park",2019,20,"Industrial Park","10948 S Airport Way, Manteca, CA 95336, USA",-121.2554631,37.8615048,95336
"Central Valley Industrial Park",2020,50,"Industrial Park","10948 S Airport Way, Manteca, CA 95336, USA",-121.2554631,37.8615048,95336
"Central Valley Industrial Park",2021,100,"Industrial Park","10948 S Airport Way, Manteca, CA 95336, USA",-121.2554631,37.8615048,95336
"Central Valley Industrial Park",2022,160,"Industrial Park","10948 S Airport Way, Manteca, CA 95336, USA",-121.2554631,37.8615048,95336
"Central Valley Industrial Park",2023,240,"Industrial Park","10948 S Airport Way, Manteca, CA 95336, USA",-121.2554631,37.8615048,95336
"Central Valley Industrial Park",2024,340,"Industrial Park","10948 S Airport Way, Manteca, CA 95336, USA",-121.2554631,37.8615048,95336
"Central Valley Industrial Park",2025,440,"Industrial Park","10948 S Airport Way, Manteca, CA 95336, USA",-121.2554631,37.8615048,95336
"Central Valley Industrial Park",2028,870,"Industrial Park","10948 S Airport Way, Manteca, CA 95336, USA",-121.2554631,37.8615048,95336
"Central Valley Industrial Park",2029,1040,"Industrial Park","10948 S Airport Way, Manteca, CA 95336, USA",-121.2554631,37.8615048,95336
"Central Valley Industrial Park",2026,570,"Industrial Park","10948 S Airport Way, Manteca, CA 95336, USA",-121.2554631,37.8615048,95336
"Central Valley Industrial Park",2027,710,"Industrial Park","10948 S Airport Way, Manteca, CA 95336, USA",-121.2554631,37.8615048,95336
"Central Valley Industrial Park",2030,1160,"Industrial Park","10948 S Airport Way, Manteca, CA 95336, USA",-121.2554631,37.8615048,95336
"Charter Industrial Area",2026,570,"Industrial Park","245 W Charter Way, Stockton, CA 95206, USA",-121.2906706,37.9382078,95206
"Charter Industrial Area",2027,710,"Industrial Park","245 W Charter Way, Stockton, CA 95206, USA",-121.2906706,37.9382078,95206
"Charter Industrial Area",2018,0,"Industrial Park","245 W Charter Way, Stockton, CA 95206, USA",-121.2906706,37.9382078,95206
"Charter Industrial Area",2019,20,"Industrial Park","245 W Charter Way, Stockton, CA 95206, USA",-121.2906706,37.9382078,95206
"Charter Industrial Area",2020,50,"Industrial Park","245 W Charter Way, Stockton, CA 95206, USA",-121.2906706,37.9382078,95206
"Charter Industrial Area",2021,100,"Industrial Park","245 W Charter Way, Stockton, CA 95206, USA",-121.2906706,37.9382078,95206
"Charter Industrial Area",2022,160,"Industrial Park","245 W Charter Way, Stockton, CA 95206, USA",-121.2906706,37.9382078,95206
"Charter Industrial Area",2023,240,"Industrial Park","245 W Charter Way, Stockton, CA 95206, USA",-121.2906706,37.9382078,95206
"Charter Industrial Area",2024,340,"Industrial Park","245 W Charter Way, Stockton, CA 95206, USA",-121.2906706,37.9382078,95206
"Charter Industrial Area",2025,440,"Industrial Park","245 W Charter Way, Stockton, CA 95206, USA",-121.2906706,37.9382078,95206
"Charter Industrial Area",2028,870,"Industrial Park","245 W Charter Way, Stockton, CA 95206, USA",-121.2906706,37.9382078,95206
"Charter Industrial Area",2029,1040,"Industrial Park","245 W Charter Way, Stockton, CA 95206, USA",-121.2906706,37.9382078,95206
"Charter Industrial Area",2030,1160,"Industrial Park","245 W Charter Way, Stockton, CA 95206, USA",-121.2906706,37.9382078,95206
"Cherokee Industrial Park",2018,0,"Industrial Park","2895 Teepee Dr, Stockton, CA 95205, USA",-121.256206,37.987465,95205
